date;firstname;middlename;lastname;city;country
1993-07-30;Beatriz;Ailany;Evvie;Oranjestad;Italy
1986-05-22;Emmey;Ophelia;Lalitta;Durango;Falkland Islands (Malvinas)
1985-06-14;Babita;Amara;Stacy;Phuket (city);Mali
1996-08-13;Cathie;Millie;Donell;Recife;Pakistan
1989-01-24;Willetta;Inaya;Ashok;Darwin;Philippines
1992-09-30;Drucie;Arabella;Nance;Campo Grande;Nigeria
1997-04-08;Latisha;Azari;Khorma;Louisville;Saint Helena
1993-08-29;Ana;Malia;Jaylene;Hai Phong;Brunei Darussalam
1989-05-25;Anthia;Arely;Kesley;Douglas;Tokelau
1994-12-26;Leona;Tallulah;Dannye;Lviv;Mauritius
1995-03-21;Dorthy;Ophelia;Fry;Gaborone;Djibouti
1985-05-05;Kittie;Emryn;Carleen;Juneau;"Cote D""Ivoire"
1986-01-06;Beverley;Kaeli;Lewes;Chicago;Bangladesh
1990-08-26;Blinni;Remi;Read;Indianapolis;Philippines
1995-05-21;Tobe;Rowan;Durware;Tehran;Jamaica
1989-01-26;Monika;Zaya;Aprile;Birmingham;Swaziland
1990-05-25;Melanie;Zaya;Teddman;Gaziantep;Turkey
1988-05-07;Elsie;Aylani;Japeth;Tabriz;Cyprus
1996-11-30;Beverley;Noelle;Croix;Yokohama;Colombia
1996-08-16;Tani;Parker;Longfellow;Córdoba;Togo
1989-08-04;Max;Arely;Trey;Milan;United States Minor Outlying Islands
1995-05-15;Arlena;Ivey;Loleta;Chongjin;Liechtenstein
1995-05-31;Libbie;Halo;Gert;Turin;Honduras
1997-01-15;Mureil;Avani;Haerr;Sukhumi;Sri Lanka
1993-03-30;Keelia;Rowan;Zachary;Damascus;Portugal
1997-10-13;Jaclyn;Tallulah;Yoko;Omsk;Venezuela
1999-02-03;Mady;Imogen;Malvino;Pittsburgh;Argentina
1986-06-05;Susette;Tallulah;Goldina;Innsbruck;Burkina Faso
1999-08-17;Tonia;Aria;Daegal;Rabat;Switzerland
1988-02-07;Eadie;Arely;Leary;Wuhan;Hungary
1998-07-07;Rosaline;Lyla;Buffum;Seville;Congo
1988-10-06;Lucy;Hayden;Burnside;Guwahati;Mayotte
1993-04-14;Rosene;Eliana;Dannye;Lisbon;Tanzania, United Republic of
1985-06-06;Janeczka;Parker;Palocz;Osaka;El Salvador
1999-11-03;Cathie;Lyla;Infield;Amritsar;Spain
1991-03-17;Alexine;Avani;Bivins;Malacca Town;Turkmenistan
1999-08-13;Rosabelle;Halo;Mich;São Tomé;Åland Islands
1992-03-04;Kristina;Blessing;Lauraine;Lviv;Armenia
1990-09-14;Roslyn;Azari;Fredi;Bergen;Peru
1995-01-29;Dolli;Dania;Bearnard;Iquique;Peru
1994-08-30;Anica;Zaya;Jorgan;Juneau;"Lao People""S Democratic Republic"
1988-06-02;Dolli;Aria;Gualtiero;Iquique;Comoros
1992-10-22;Vinita;Lakelynn;Ilka;Tashkent;United Kingdom
1996-04-19;Kate;Aleyna;Berl;St. Louis;Bolivia
1988-04-28;Allis;Daphne;Ahab;Murmansk;Saint Pierre and Miquelon
1996-07-20;Cindelyn;Ainara;Haymes;Naypyidaw;Tanzania, United Republic of
1997-01-08;Helsa;Halo;Chick;Incheon;Brunei Darussalam
1995-06-30;Hallie;Arely;Vorster;Xining;Cook Islands
1988-08-29;Veda;River;Timon;Tartu;Estonia
1997-02-01;Kamilah;Eliana;Kirbee;Denpasar;United Kingdom
1986-07-25;Theodora;Miley;Sekofski;Newcastle;Dominican Republic
1995-10-17;Hyacinthe;Lyla;Marsden;Thiès;Comoros
1993-03-09;Norine;Inaya;O'Rourke;Bujumbura;South Georgia and the South Sandwich Islands
1994-11-10;Kamilah;Rose;Manolo;Avarua;Indonesia
1987-04-28;Nickie;Emryn;Zuzana;Gold Coast;Antigua and Barbuda
1989-11-06;Ericka;Tallulah;Dorine;Karachi;Italy
1991-05-31;Marcelline;Rose;Melleta;Khartoum;Nicaragua
1992-02-22;Nataline;Ivey;Loeb;Liverpool;Honduras
1989-12-11;Marita;Aria;Sekofski;Concepción;Micronesia, Federated States of
1997-11-08;Cathyleen;Aylani;Sisile;Jersey City;Åland Islands
1985-08-19;Karlee;Ainara;Sibyls;Townsville;Bermuda
1999-03-28;Loree;Miley;Rad;Majuro;Israel
1997-03-11;Joleen;Aylani;Letsou;Riyadh;Latvia
1990-06-06;Hallie;Rylee;Tyson;Chicago;Chad
1986-12-11;Carmela;Maeve;Hieronymus;Sydney;Sao Tome and Principe
1996-07-16;Rosabelle;Reese;Shaddock;Amsterdam;Qatar
1987-05-18;Gwenneth;Elowyn;Jammal;Chongqing;American Samoa
1994-03-09;Briney;Amara;Paton;Paramaribo;Guyana
1995-03-10;Paulita;Imogen;Wu;Bulawayo;Peru
1985-04-16;Gisela;Scottie;Hylan;Luanda;Angola
1991-05-07;Rosaline;Aurelia;Hurley;Salt Lake City;Moldova, Republic of
1987-09-22;Marylou;Kaeli;Jacinda;Mecca;Philippines
1995-05-15;Nonnah;Clara;Emerson;Shillong;Macedonia, The Former Yugoslav Republic of
1986-11-30;Moyna;Rose;Kenney;Mexicali;Senegal
1985-10-11;Mamie;Rowan;Gerge;Puebla;Cambodia
1991-03-29;Jinny;Elowyn;Soneson;Saint-Denis;Tanzania, United Republic of
1989-05-23;Aaren;Millie;Erminia;Nashville;Albania
1999-05-01;Blinni;Aylani;Gaynor;Ljubljana;Timor-Leste
1997-06-16;Genevra;Lakelynn;Remmer;Busan;Marshall Islands
1985-11-07;Elie;Ivey;Cleo;Paramaribo;Philippines
1997-12-13;Silvana;Noelle;Bergman;Adamstown;France
1985-10-26;Elyssa;Zaya;Artie;Damascus;Montserrat
1997-05-30;Aimil;Parker;Elo;Split (city);Falkland Islands (Malvinas)
1996-01-07;Rubie;Ophelia;Ellerey;Makassar;Poland
1999-03-26;Sallie;Kaeli;Kronfeld;Suez;Guatemala
1996-11-06;Maridel;Maisy;Wyn;Recife;Niue
1991-05-20;Gertrud;Millie;Rheingold;Saint-Denis;Papua New Guinea
1992-05-01;Mellicent;Miller;Garrison;Sapporo;Swaziland
1988-01-15;Fanny;Parker;Dudley;Saskatoon;Italy
1985-01-30;Benita;Lyla;Yoko;Makassar;Cambodia
1994-05-13;Perry;Gianna;Lamoree;Hai Phong;Belize
1986-06-25;Kristina;Avani;Orlene;Dededo;Congo
1996-09-11;Ariela;Gianna;Kristi;Adamstown;Cayman Islands
1993-09-19;Carmencita;Tallulah;Tremayne;Jaipur;Germany
1987-11-09;Adore;Lakelynn;Socha;Chiang Mai;Spain
1994-07-18;Linet;Maisy;Reneta;Thimphu;"Korea, Democratic People""S Republic of"
1994-08-29;Ariela;Ophelia;Ashok;Medan;Russian Federation
1997-07-23;Sidoney;Kaeli;Francyne;Tel Aviv;French Southern Territories
1986-08-09;Althea;Arely;Burkle;Panama City;Portugal
1990-04-06;Blondelle;Andie;Uund;Vientiane;Poland
1987-04-13;Anestassia;Andie;Mayeda;Kingston;El Salvador
1990-01-01;Maridel;Miller;Thar;Auckland;Mozambique
1994-01-10;Kylynn;Millie;Middleton;Zapopan;Palestinian Territory, Occupied
1992-01-14;Dacia;Clara;Demitria;Fukuoka;Taiwan, Province of China
1990-01-18;Yvonne;Lakelynn;Loeb;Salt Lake City;Greece
1996-11-17;Sheelagh;Rylee;Korey;Hargeisa;Kazakhstan
1990-05-01;Aurelie;Eliana;Stevy;Valdivia;Saint Kitts and Nevis
1990-11-05;Marsiella;Tallulah;Lenny;Colombo;Guernsey
1996-07-13;Corry;Zaya;Helfand;Gangtok;Italy
1988-01-18;Magdalena;Avani;Jalbert;Atlanta;Heard Island and Mcdonald Islands
1991-12-08;Reeba;Andie;Yuille;London;Nicaragua
1998-06-26;Merry;Zaya;Xerxes;Ipoh;Belgium
1998-01-06;Coral;Arely;Lytton;Labasa;Saint Kitts and Nevis
1990-10-02;Carolina;Hayden;Sparhawk;Mersin;Mali
1989-12-21;Nyssa;Arely;Jehu;New Orleans;Honduras
1999-01-10;Ada;Dania;Rhu;Sydney;Samoa
1997-02-21;Carolina;Millie;Estella;Jaipur;Belgium
1985-12-31;Cassondra;Maisy;Atcliffe;Nukulaelae;Guinea
1986-10-19;Justinn;Rylee;Maxi;Brasília;Azerbaijan
1986-12-15;Sherrie;Maeve;Harned;La Paz;Bolivia
1995-04-19;Raquela;Arely;Redmond;Santiago de Cuba;Turkey
1991-02-28;Thalia;Aleyna;Fadiman;Omdurman;Zimbabwe
1997-12-28;Tamqrah;Maeve;Dex;Chişinău;Jersey
1998-08-08;Micheline;Kai;Tayib;Banjul;Indonesia
1995-02-08;Bill;Emryn;Hailee;Hagåtña;Iraq
1999-05-15;Letizia;Blessing;Pearse;Kunming;Eritrea
1997-11-12;Steffane;Aria;Ochs;Petropavlovsk-Kamchatsky;Kiribati
1985-04-29;Shirlee;Hayden;Ashely;Malabo;Cuba
1990-01-13;Gerrie;Zaya;Tengdin;Yogyakarta (city);Congo, The Democratic Republic of the
1996-04-29;Agnese;Rose;Bendick;Blantyre;South Africa
1992-02-14;Carmencita;Ailany;Brittani;Vaduz;Cameroon
1987-06-21;Molli;Aria;Nester;San Antonio;Macao
1988-02-06;Lucy;Kai;Scammon;Gold Coast;Uruguay
1996-01-08;Edee;Maisy;Ardeha;Ambon;Falkland Islands (Malvinas)
1987-07-29;Heddie;Remi;Myrilla;Peshawar;Uruguay
1994-04-16;Alia;Amara;Philoo;Longyearbyen;Spain
1993-04-28;Dorothy;Clara;Strephon;Bujumbura;Saint Vincent and the Grenadines
1999-04-14;Cherilyn;Inaya;Adamsen;Praia;Bangladesh
1999-04-15;Britni;Inaya;Crudden;Kuwait City;Holy See (Vatican City State)
1997-11-19;Darci;Hayden;Raseda;Davao City;Mongolia
1985-11-05;Jacenta;Inaya;Gibbeon;Tijuana;Netherlands
1996-04-04;Nannie;Inaya;Ralfston;Porto-Novo;Greece
1992-06-24;Philis;Arely;Greyson;Lucknow;Czech Republic
1985-05-14;Melodie;Blessing;Sholley;Málaga;New Zealand
1995-01-28;Harrietta;Eliana;Terencio;Sucre;Estonia
1997-04-29;Merry;Amara;Bendick;Indianapolis;Lithuania
1988-06-18;Daune;Rose;Howlyn;São Paulo;Vanuatu
1996-05-06;Suzette;Kya;Jerald;Tiraspol;Pitcairn
1998-08-25;Anthia;Maeve;Jary;Sarajevo;El Salvador
1995-12-21;Eve;Emryn;Florina;Valletta;Fiji
1996-11-06;Shirlee;Gianna;Mullane;Kuwait City;Timor-Leste
1988-08-15;Cyb;Tallulah;Letsou;Dededo;"Lao People""S Democratic Republic"
1985-10-20;Marika;Ivey;Hubert;Bahía Blanca;Hungary
1990-10-09;Hayley;Arely;Narton;Saint Petersburg;Cook Islands
1987-10-06;Babita;Lakelynn;Sammons;Port Louis;Greece
1999-04-13;Althea;River;Rese;El Aaiún;Hungary
1988-09-29;Maridel;Blessing;Alabaster;Djibouti (city);Mozambique
1993-10-15;Lucy;Kya;Anestassia;Iquique;Vanuatu
1991-06-05;Cherrita;Ainara;Nisbet;San Antonio;Venezuela
1989-03-09;Janis;Rose;Schroth;Warsaw;Antarctica
1989-04-25;Merci;Arabella;MacIntosh;Saint-Denis;Hungary
1997-02-20;Rosabelle;Aleyna;Pelagias;Saint Petersburg;Antigua and Barbuda
1987-07-22;Sharai;Imogen;Lattie;Conakry;India
1992-12-27;Juliane;Inaya;Zeeba;Cairo;Virgin Islands, U.S.
1989-11-17;Lucy;Emryn;Weitman;Hargeisa;Chad
1996-02-17;Allis;Ainara;Candy;Nanjing;Wallis and Futuna
1996-10-17;Gretal;Kya;Natalia;Salt Lake City;Croatia
1993-01-21;Georgetta;Aria;Vivle;Road Town;Saudi Arabia
1990-05-05;Natka;Aria;Tristram;Shillong;Colombia
1986-10-25;Dale;Ainara;Hieronymus;Tucson;Bosnia and Herzegovina
1994-08-27;Lita;Kya;Eben;Turin;Czech Republic
1990-03-02;Riannon;Dania;Salvidor;Montreal;United States
1997-12-22;Cassandra;Halo;Lia;Forked River;Honduras
1994-06-21;Annaliese;Clara;Bonilla;Lahore;Singapore
1989-11-09;Agnese;River;Fleeta;Sukhumi;Nepal
1992-02-04;Joane;Aria;Junie;Tagbilaran;Netherlands Antilles
1999-07-11;Calla;Remi;Laurianne;Maputo;Iraq
1989-11-17;Lindie;Azari;Llovera;Kobe;"Korea, Democratic People""S Republic of"
1997-09-09;Cherrita;Dania;Egbert;Jayapura;Turkey
1991-01-09;Madalyn;Parker;Alice;Osaka;Korea, Republic of
1996-06-18;Ginnie;Kaeli;Loleta;Kano;Syrian Arab Republic
1989-07-02;Kial;Rowan;Whiffen;Split (city);Burundi
1986-02-13;Minda;Rose;Dyche;Porto Alegre;Guinea-Bissau
1994-07-15;Audrie;Tallulah;Jillane;Minneapolis;Eritrea
1985-04-21;Gerianna;Aylani;Ferino;Quezon City;Uzbekistan
1994-04-07;Wendi;Kya;Cassius;Belize City;Sao Tome and Principe
1985-10-13;Lanna;Imogen;Jalbert;Longyearbyen;Turkmenistan
1988-03-28;Aeriela;Gianna;Boycey;Paris;Cayman Islands
1986-01-15;Yolane;Daphne;Grobe;Kaesong;Denmark
1992-07-27;Elvira;Eliana;Eldrid;Milan;Palestinian Territory, Occupied
1986-01-23;Elora;Andie;Carbo;Santiago de Cuba;Samoa
1995-10-23;Paule;Elowyn;Fairweather;Maracaibo;Congo, The Democratic Republic of the
1991-12-31;Georgetta;Maisy;Nore;Macapá;Guernsey
1990-05-09;Ethel;Azari;Tyson;La Serena;Iraq
1988-03-22;Brooks;Daphne;Stelle;Magadan;Bahamas
1986-05-22;Orsola;Ailany;Lytton;Incheon;Colombia
1989-12-10;Glenda;Blessing;Michella;Shigatse;Bosnia and Herzegovina
1985-06-20;Ayn;Aurelia;Gordon;Charlotte Amalie;Taiwan, Province of China
1990-06-17;Kirstin;Rose;Jena;Tel Aviv;Monaco
1986-07-17;Max;Malia;Sherfield;Hamilton;Dominican Republic
1990-11-08;Tressa;Rowan;Ovid;Majuro;Somalia
1998-02-21;June;Inaya;Waite;City of Halifax;Martinique
1990-04-14;Renae;Tallulah;Cohdwell;Kaliningrad;Ireland
1988-02-06;Chastity;Millie;Presber;Juneau;Pakistan
1987-11-23;Fernande;Halo;Milde;Calama;South Georgia and the South Sandwich Islands
1998-01-27;Carly;Ivey;Tremayne;Multan;Japan
1990-10-28;Regina;Halo;Seumas;Cusco;Poland
1998-05-08;Hettie;River;Vastah;Oslo;Ethiopia
1996-11-19;Kathi;Rylee;Alwin;Brussels;Armenia
1998-05-23;Grier;Maisy;Wadell;Jacksonville;Vanuatu
1990-08-27;Juliane;Emryn;Drisko;Magadan;Nigeria
1997-07-17;Bobbi;Miller;Hachmin;Tirana;Congo, The Democratic Republic of the
1993-11-12;Sallie;Halo;Fulmer;Santiago de Cuba;Virgin Islands, U.S.
1999-02-17;Karly;Hayden;Erlandson;Kyoto;"Cote D""Ivoire"
1986-08-17;Andree;Parker;Bord;Changchun;Tunisia
1999-06-12;Jerry;Aurelia;Abbot;Taichung;Senegal
1990-10-31;Valli;Tallulah;Amasa;Lisbon;Qatar
1998-04-19;Kimberley;Miley;Uird;Regina;Sao Tome and Principe
1990-06-11;Jemie;Alitzel;Eben;Porto Alegre;Tanzania, United Republic of
1985-07-24;Mara;Noelle;Wolfgram;Leeds;Bangladesh
1994-12-09;Nita;Clara;Obed;New Delhi;Maldives
1989-02-09;Danika;Dania;Japeth;Nakhon Ratchasima;Chad
1998-06-09;Libbie;Blessing;Terrence;Toronto;Taiwan, Province of China
1991-11-27;Nessie;Halo;Iaverne;Cape Town;Faroe Islands
1996-06-11;Melanie;River;Richers;Charlottetown;Kenya
1992-12-11;Larine;Rowan;Atcliffe;El Paso;Cambodia
1990-11-13;Kenna;Tallulah;Alfons;Chiang Mai;Croatia
1990-11-24;Dianemarie;Aria;Muriel;Labasa;United States Minor Outlying Islands
1996-10-28;Deirdre;Scottie;Seagraves;Las Palmas de Gran Canaria;Heard Island and Mcdonald Islands
1995-04-25;Annora;Clara;Mike;Denpasar;Wallis and Futuna
1991-11-09;Jobi;Scottie;Schroth;Da Nang;Nauru
1989-03-04;Heddie;Maisy;Sherfield;Geneva;Mauritania
1992-09-12;Daryl;Ivey;Kaja;Washington;Anguilla
1987-10-10;Julieta;Ophelia;Rhu;Jamestown;Fiji
1994-02-18;Paola;Tallulah;Suanne;Oranjestad;Niue
1996-10-02;Elka;Kaeli;Richers;Campo Grande;Gibraltar
1986-03-05;Camile;Remi;Pauly;Kandahar;Reunion
1986-12-03;Krystle;Scottie;Paton;Albuquerque;"Cote D""Ivoire"
1985-03-23;Shauna;Millie;Gilmour;Vilnius;Antarctica
1988-05-30;Marjie;Emryn;Philoo;Denver;Malta
1995-12-25;Nelle;Adhara;Koziara;Miami;Cape Verde
1987-01-18;Nonnah;Ainara;Christine;Brussels;Macedonia, The Former Yugoslav Republic of
1994-12-17;Daune;Aria;Pascia;Kaliningrad;Croatia
1995-07-23;Beth;Rowan;Toffic;Port-au-Prince;American Samoa
1990-11-13;Debee;Lakelynn;Felecia;Manchester;Tunisia
1989-11-03;Gusella;Adhara;Wyn;Magadan;Namibia
1999-03-09;Hallie;River;Fiann;Casablanca;Viet Nam
1994-04-05;Basia;Millie;Terencio;Da Nang;Sweden
1993-09-02;Josephine;Malia;Therine;Yangon;Libyan Arab Jamahiriya
1993-01-09;Ira;Daphne;Larochelle;Gaziantep;Saint Kitts and Nevis
1995-05-01;Taffy;Azari;Zaslow;Bulawayo;Tonga
1996-06-16;Kial;Alitzel;Seumas;Sukhumi;Palestinian Territory, Occupied
1995-10-14;Tersina;Millie;Janith;Innsbruck;Vanuatu
1987-07-29;Cordi;Halo;Mozelle;Nukus;El Salvador
1992-11-18;Ulrike;Arabella;Greyson;Yakutsk;Malaysia
1994-03-27;Charlena;Ophelia;Forrer;Quito;Mexico
1989-04-13;Lilith;Miller;Scammon;Albuquerque;Thailand
1988-06-15;Alexine;Daphne;Lindemann;Oklahoma City;Northern Mariana Islands
1992-12-10;Neila;Aria;Sammons;Ahmedabad;Kyrgyzstan
1997-04-20;Glynnis;Arely;Turne;Abuja;Bahamas
1997-09-12;Robinia;Kai;Willie;Papeete;Martinique
1988-10-13;Miquela;Amara;Anselmi;Shillong;Norway
1997-07-28;Berget;Inaya;Ellerey;Harare;Samoa
1990-11-14;Estell;Ainara;Dreda;São José dos Campos;Liberia
1989-02-08;Alex;River;Oriana;Buffalo;Iran, Islamic Republic Of
1996-06-21;Paola;Elowyn;Moseley;Ibadan;Haiti
1993-01-03;June;Hayden;Bergman;Palikir;"Lao People""S Democratic Republic"
1999-08-20;Meg;Aurelia;Sabella;Manaus;Cuba
1986-04-26;Amii;Remi;Pulsifer;Geneva;Switzerland
1991-05-23;Emma;Lyla;Adlare;Marrakech;Pitcairn
1997-02-27;Evaleen;Adhara;Jefferey;Atlanta;Saudi Arabia
1999-11-29;Alyda;Arely;Westphal;Kharkiv;Bahrain
1998-05-30;Nariko;Emryn;Klemperer;Manila;Ethiopia
1995-05-19;June;Aleyna;Bobbee;Abu Dhabi;Japan
1993-10-19;Merci;Inaya;Santoro;The Hague;Niue
1999-11-13;Angela;Aleyna;Winthorpe;San Fernando;Åland Islands
1992-01-27;Joane;Maisy;Salchunas;Bilbao;Heard Island and Mcdonald Islands
1997-04-11;Madelle;Millie;Ingra;Cockburn Town;Barbados
1998-04-25;Renae;Ailany;Jena;Sarajevo;Nicaragua
1991-09-21;Kristan;Ophelia;Marisa;Linz;Liberia
1988-05-25;Paola;Maisy;Travax;Tampa;Fiji
1996-10-02;Alexine;Rowan;Stevy;Luxembourg (city);Sweden
1987-02-20;Lorne;Aylani;Nikaniki;Ulan Bator;Kuwait
1989-01-03;Dorice;Lakelynn;Catie;Maracaibo;AndorrA
1993-04-30;Regina;Elowyn;Chrystel;Tianjin;Mauritius
1994-12-15;Briney;Malia;Reidar;San Diego;RWANDA
1988-02-17;Jemie;Elowyn;Vacuva;Valencia;Isle of Man
1997-09-11;Barbara;Aurelia;Santoro;Porto-Novo;Syrian Arab Republic
1991-07-13;Etta;Andie;Alfons;Okinawa;Bangladesh
1999-07-31;Averyl;Rowan;Gale;Tórshavn;Togo
1985-01-04;Karolina;Hayden;Hoenack;Buenos Aires;Mongolia
1989-08-23;Jacquetta;Adhara;Maribeth;Sarajevo;"Cote D""Ivoire"
1986-10-18;Kate;Arabella;Melony;Yaren District;Dominican Republic
1989-10-06;Carree;Scottie;Vale;Rawalpindi;Isle of Man
1995-09-16;Tani;Halo;Wiener;Dededo;Mali
1996-03-21;Kate;Millie;Engdahl;El Paso;Palestinian Territory, Occupied
1988-07-29;Gwyneth;Avani;Adamsen;Chittagong;India
1991-10-03;Wanda;Inaya;Ivens;Adelaide;Namibia
1991-04-19;Wilma;Maeve;Mehalek;Taichung;Iceland
1997-03-11;Andree;Reese;Decato;Cincinnati;Indonesia
1993-05-04;Maisey;Elowyn;Toffic;Belgrade;Slovakia
1995-07-02;Fred;Malia;Vernier;Zürich;Netherlands
1986-02-09;Elise;Gianna;Gabrielli;Doha;Mozambique
1994-05-28;Netty;Ainara;Ricki;Hai Phong;Lebanon
1985-07-30;Elbertina;Parker;Estella;Murmansk;Slovenia
1994-07-21;Doralynne;Miley;Wiener;Santiago de Cuba;Haiti
1990-06-26;Madalyn;Rowan;Marsden;Sucre;Norway
1993-01-15;Sonni;Rylee;Lareena;Belize City;Anguilla
1988-11-11;Zondra;Parker;Bury;Hamburg;Sudan
1998-04-08;Ardenia;Noelle;Sasnett;Incheon;Botswana
1998-01-31;Ana;Elowyn;Phyllis;Taiyuan;Antarctica
1986-06-25;Lolita;Avani;Latini;Nantes;Sierra Leone
1990-01-07;Frances;Eliana;Concha;Rome;Vanuatu
1995-08-13;Sharai;Clara;Hazlett;Djibouti (city);Mauritius
1987-12-06;Emelina;Reese;Kalinda;Rio Branco;Panama
1997-12-13;Selia;Rylee;Terrence;Konya;Malawi
1990-03-18;Courtnay;Alitzel;Atcliffe;Bissau;Belgium
1985-10-29;Rosanne;Malia;Chick;Hanoi;Virgin Islands, U.S.
1992-03-30;Janenna;Miller;Ilka;Omsk;Peru
1996-01-18;Marti;Azari;Gower;Tallinn;Honduras
1987-10-08;Giustina;Aylani;Dom;Djibouti (city);Croatia
1999-03-06;Lelah;Aylani;Danby;Batticaloa;Norway
1985-11-19;Gwenneth;Aylani;Standing;The Valley;Sudan
1997-05-20;Ardeen;Andie;Philipp;Nagoya;South Africa
1994-05-24;Gusella;Ophelia;Fabiola;Sapporo;Anguilla
1990-02-27;Lizzie;Ophelia;Masao;Puebla;Turkey
1994-10-05;Merle;Aylani;Hermes;Riyadh;Colombia
1993-06-14;Gale;Malia;Chesna;Port Louis;Comoros
1988-10-29;Mignon;Andie;Alice;Maseru;Madagascar
1987-03-03;Maurene;Dania;Saree;Cairo;Cayman Islands
1988-02-15;Bertine;Maisy;Arley;Nizhny Novgorod;"Korea, Democratic People""S Republic of"
1990-02-28;Delilah;Adhara;Edee;Tokyo;Venezuela
1999-10-09;Adriana;Imogen;Janith;Ashgabat;Czech Republic
1994-03-20;Talya;Kaeli;Jehu;Nukulaelae;Kazakhstan
1993-02-28;Consuela;Ophelia;Evvie;Port Moresby;Bhutan
1996-12-07;Morganica;Rose;Adlare;Nassau;Saint Kitts and Nevis
1995-09-23;Katharina;Miller;Zuzana;Kuching;Yemen
1994-12-19;Harrietta;Gianna;Ilka;Hamilton;Iceland
1990-10-30;Mathilda;Elowyn;Raffo;San Juan;Malaysia
1992-08-09;Kary;Aleyna;Myrilla;Curitiba;Zimbabwe
1995-04-09;Nessie;Kya;Wyn;Agartala;United States Minor Outlying Islands
1991-12-19;Rosabelle;Amara;Gordon;Milan;Samoa
1994-01-15;Cecile;Amara;Martsen;Graz;Christmas Island
1985-07-19;Elfreda;River;Estella;Durban;Yemen
1988-03-11;Cacilie;Remi;Weaks;Bamako;Saint Pierre and Miquelon
1989-04-02;Odessa;Amara;Lunsford;Düsseldorf;Nigeria
1990-12-27;Keelia;Gianna;Hebner;Punta Arenas;Paraguay
1999-11-14;Adriana;Ailany;Fredi;Ürümqi;Guam
1987-01-01;Gale;Dania;Kelula;Bangkok;Cambodia
1986-12-15;Demetris;Ainara;Bakerman;Lucknow;Fiji
1999-09-05;Ashlee;Miller;Chrystel;Medellín;Mozambique
1993-03-12;Elora;Halo;Stacy;Wuhan;Bulgaria
1992-12-08;Ardys;Azari;McGrody;Makassar;Luxembourg
1993-11-30;Valeda;Ailany;Huggins;Pontianak;Lesotho
1993-05-04;Ira;Maeve;Zenas;Mata-Utu;France
1997-11-05;Angelique;Rowan;Charmine;Siem Reap;Mexico
1997-11-12;Nessie;Arely;Tengdin;Hiroshima;Argentina
1988-04-02;Dacia;Ainara;Wildermuth;Hamburg;Guam
1985-11-22;Marnia;Amara;Tjon;Yellowknife;Jordan
1989-03-07;Dolli;Daphne;Zenas;Liverpool;Poland
1998-05-29;Alisha;Lakelynn;Jillane;Bogor;Tajikistan
1988-02-13;Mamie;Halo;Bertold;Dushanbe;Seychelles
1990-07-08;Peri;Arabella;Sacken;St. George's;Kiribati
1989-10-05;Kathy;Adhara;Alrich;Frankfurt;El Salvador
1990-03-25;Claresta;Amara;Ferrell;Port Louis;Chile
1993-04-22;Fanchon;Azari;Bennie;Peshawar;India
1991-03-29;Letizia;Aylani;Dawkins;Zamboanga City;Switzerland
1998-01-09;Sybille;Millie;Argus;San Salvador;Timor-Leste
1990-10-08;Mireielle;Miller;Olin;Huế;Romania
1999-04-08;Hyacinthe;Parker;Firmin;Pago Pago;Yemen
1996-04-28;Harmonia;Lyla;Goldina;Hat Yai;Yemen
1990-05-13;Viki;Dania;Halla;Nizhny Novgorod;"Korea, Democratic People""S Republic of"
1993-04-06;Vinita;Clara;Norrie;Birkirkara;Ireland
1989-09-29;Justinn;River;Lutero;Sitka;Uruguay
1989-04-07;Kassey;Kaeli;Carolin;Campinas;Iceland
1995-04-24;Gaylene;Blessing;Pozzy;Medan;Seychelles
1986-08-20;Ezmeralda;Alitzel;Cressida;Stepanakert;Anguilla
1997-10-31;Cissiee;Kaeli;Gibbeon;Saint John;Ghana
1985-06-08;Janenna;Elowyn;Dunkin;Port-au-Prince;Slovenia
1994-01-08;Bee;Azari;Wandie;Puebla;Heard Island and Mcdonald Islands
1995-01-08;Lexine;Emryn;Hull;Chongjin;Dominican Republic
1990-05-18;Luci;Parker;Olin;Santiago de Cuba;Russian Federation
1993-06-08;Mureil;Remi;Clara;Stuttgart;Hungary
1985-10-28;Ileana;Kaeli;Sandye;Niamey;Bouvet Island
1994-07-14;Zaria;Hayden;Armanda;Yerevan;Mongolia
1990-01-11;Cecile;Ivey;Strephon;Antananarivo;Armenia
1986-04-14;Lynnea;Rowan;Zamora;Pretoria;Aruba
1990-09-01;Netty;Noelle;Sherrie;Riverside;Tanzania, United Republic of
1993-10-01;Concettina;Zaya;Aprile;Hargeisa;Samoa
1999-10-28;Ana;Inaya;Havens;Fukuoka;Cook Islands
1998-06-11;Deane;Imogen;Beniamino;Tianjin;"Lao People""S Democratic Republic"
1997-05-20;Kaja;Elowyn;Chandler;Manzini;Cape Verde
1985-04-02;Georgetta;Eliana;Ries;Raleigh;Guernsey
1986-07-29;Jerry;Arely;Merat;Malang;Afghanistan
1999-01-06;Charlena;Adhara;Strephon;Livingstone;Bahrain
1986-12-25;Maurene;Amara;Hoenack;Ahmedabad;South Georgia and the South Sandwich Islands
1995-08-01;Shauna;Elowyn;Alfons;Samara;Ghana
1990-01-30;Clo;Scottie;Gaspard;Cuiabá;Monaco
1986-06-16;Malina;Azari;Lowry;Saint-Pierre;Germany
1992-11-22;Morganica;Scottie;Presber;Tel Aviv;Norfolk Island
